	Axis.1	Axis.2	Axis.3	Axis.4	Axis.5	Axis.6	Axis.7	Axis.8	Axis.9	Axis.10	Axis.11	Axis.12	Axis.13	Axis.14	Axis.15	Axis.16	Axis.17	Axis.18	Axis.19	Axis.20	Axis.21	Axis.22	Axis.23	Axis.24	Axis.25	Axis.26	Axis.27	as.factor.gene_marks.
RUNX1-RUNX1T1_[I.001]	-0.0811248491595297	0.00322618621266825	-0.12940060443870402	-0.059636915622921	-0.00251930385234975	0.0420411568016422	0.0280937819389163	0.0008802022419240369	-0.0132694090932282	0.00535424315019374	-0.0267684734853302	0.0409844346284509	-0.00627314874203849	0.0121893350319678	0.0177747158929625	0.0112429982550428	0.00844261108300073	0.0166547992699623	-0.00907513478504035	0.0042454673180858	0.00707725781388465	-0.000245332808883219	0.0037743015842763602	0.0072921550402096705	-0.000709466316200288	0.0011216753918218301	-0.000422252135396191	red
RUNX1-RUNX1T1_[I.002]	-0.11283257304267699	0.0383487229326708	-0.0451349039866655	-0.0229357465629311	-0.0474957733454312	-0.0446678987791559	0.0479836819584825	0.0224533659122743	0.00701305899576555	0.0455996296702901	-0.00459963875604428	0.0110442830051539	0.00676099893273487	0.0527796759319369	0.0171126563988231	0.0322405908041687	-0.00018683206775377	0.00326384944679647	0.0217823348471687	-0.00377274661131711	0.00149682133674771	0.00017717290706990502	0.00043263173119367	0.00281973107562015	0.00025004953588424	-0.000649077618530065	-0.000297582687489323	red
RUNX1-RUNX1T1_[I.003]	-0.0886305329674333	-0.00861730767267234	-0.13135678864426	-0.0612571375616087	-0.0107401820535108	0.0463794876686522	0.0561327074548826	-0.0146371473565651	0.0171795495174395	-0.0304684642933033	0.0567964807900259	0.0259802795316861	0.0281451483983202	-0.0032465847153335396	0.0512792685239219	0.0186624324550613	0.0115789398494196	0.0217707535226334	-0.0221047073306257	-0.0372658769299964	-0.000278248318544692	-0.0469276867888474	-0.0735333378036055	-0.0953272908044187	0.0033836925211822803	0.000690134375760616	-0.00225167024996155	red
RUNX1-RUNX1T1_[I.004]	-0.141536300610322	-0.11557607069884102	-0.10464817861175099	-0.0756179048298297	-0.0740147429559547	0.0731435291384424	0.0919510282913507	-0.062541875578616	0.0651489090896328	-0.11616792410569	0.161424362760961	0.0101702820208123	0.0235305699460281	-0.0197646084150365	0.04540771944760599	0.0094374738572271	0.0151485891256266	0.00523195083078422	0.00134714323931711	-0.011571319686151	-0.00434873243877725	-0.006412689284939771	-0.00302740725661035	0.0024079022425040103	0.0011342507750737901	-0.0015204583469209099	-4.13721953405739e-05	red
RUNX1-RUNX1T1_[I.005]	-0.17287012662854803	-0.0711530726805935	-0.0132642929296288	-0.0340832574456976	-0.12021835106208802	-0.0266378068571199	0.11486268614013301	-0.0357591037089357	0.0919253896981712	-0.062189233778854006	0.18849507514011202	-0.0319267808977474	0.0403107982821027	0.0417299978823485	0.0436679087890407	0.0529521968065828	0.00817725960858965	-0.00360039045479314	0.065071573989642	-0.0279902467692978	-0.0113754309810081	-0.00963652768536642	-0.0037494353205908297	-0.000747240950442409	0.00038967439607199905	0.00436124112947787	0.000343083672231856	red
RUNX1-RUNX1T1_[I.007]	-0.18699086245264002	-0.319840454194848	0.00721603395804462	-0.174517499764778	0.081730260276954	-0.0552953301193666	0.0934978259660553	-0.146498673601871	-0.0792575304323341	-0.0307807454741357	0.124704046123808	-0.0247348528978206	-0.0855935566454518	-0.0187881405912701	0.0006114295809115889	-0.00121513615070848	0.0759412811006446	-0.0195584155487048	-0.0239519852466501	-0.0452278899017335	0.006450135322021679	-0.0593725634540506	0.0978995350616342	0.0966556875818732	0.0035822019566387297	-0.0116997712733327	0.00201785605981676	red
RUNX1-RUNX1T1_[I.009]	-0.15590301090175399	-0.269204261544312	-0.0398800665351759	-0.0255284371054384	-0.10424689864197802	0.0954441766019675	-0.00109210729959354	0.0121123645227933	-0.0102561981084436	-0.0137875167072987	-0.052560907539042	0.0485983013783472	-0.0500805577356601	0.0336704531477148	-0.0629967020978543	0.00751853960862018	-0.0616447475324201	0.0468547040167852	-0.0156152976721363	-0.0212777420640405	-0.0156343349723144	-0.0231215110396525	0.0023025639100077103	-0.00471848029460511	-0.0025101933059617602	0.0102230257119238	0.00105781839798727	red
RUNX1-RUNX1T1_[I.010]	-0.15590301090175399	-0.269204261544311	-0.0398800665351757	-0.0255284371054395	-0.10424689864197802	0.0954441766019665	-0.00109210729959465	0.0121123645227929	-0.0102561981084438	-0.0137875167072982	-0.0525609075390423	0.0485983013783485	-0.0500805577356613	0.0336704531477151	-0.0629967020978543	0.00751853960862049	-0.0616447475324206	0.04685470401678599	-0.0156152976721357	-0.0212777420640423	-0.0156343349723149	-0.0231215110396534	0.00230256391000789	-0.00471848029460056	-0.0025101933059623396	0.0102230257119213	0.00105781839799397	red
RUNX1-RUNX1T1_[I.011]	-0.19153453541246002	-0.21525595224807698	0.0587050678158364	0.0172019668613616	-0.15600650734978602	-0.0147338456090176	0.0253398587162816	0.0461845809723081	0.0250303299508706	0.0445222916111047	-0.0287463293027331	0.0024122551242735	-0.0281632104794615	0.0988925466370244	-0.0635112662681989	0.0570721721853094	-0.0632466173064013	0.0355056361402638	0.0558789851366707	-0.0319263645106111	-0.0225793241379178	-0.0206334959828351	0.00420997908443151	-0.000182075794769986	-0.0036181460013181704	0.0185771289187898	-0.00381420159921633	red
RUNX1-RUNX1T1_[I.012]	-0.147236277553296	-0.31158364799677396	-0.0187669257341208	-0.0084569033961524	-0.106705569361362	0.10276236021268599	-0.0192360921994259	0.0636706092535406	0.0183633857439984	-0.00467130021991083	-0.0958805614316759	0.0306980671521798	0.0118557839432416	-0.0064968404124052205	0.00764647935283689	0.00902295965255637	0.0340667735721928	-0.00558589798204512	0.0062909082266471295	-0.00932589029198233	-0.000829372576379965	-0.0205057017138118	0.0049658214734641295	-0.00557638109856944	-0.000114756781274294	-0.00283104693113707	0.0121674001872526	red
RUNX1-RUNX1T1_[I.013]	-0.18233323734604898	-0.259013780849151	0.0761202515304979	0.0323287007497981	-0.15792570411584697	-0.00452522925778979	0.00622344474029093	0.0973247177683147	0.0532069771088162	0.053386063837770996	-0.0744280593827471	-0.0154175258814243	0.0319930783209028	0.060121245232009006	0.00480887371534679	0.0602624794975494	0.0335056166975507	-0.0182980486138084	0.082007493128632	-0.0188420334080755	-0.00346259036475535	-0.0205640270635813	-0.00466332930586565	0.00280509721847427	-0.00101771151207053	-0.0033563057885923698	0.0037525691184436202	red
RUNX1-RUNX1T1_[I.014]	-0.076677928215142	-0.0372322182162821	-0.133344632195386	-0.11152162507581599	0.11881811173838601	-0.0681382833093936	-0.0072580226590524596	-0.00779969349133753	0.0150420230700245	-0.00045677535674068206	-0.0243325643844898	0.0148398549396321	0.0166727663766356	0.005106291073677979	-0.0305855071106458	-0.00331744169998742	0.0206384909511701	0.0229908236168723	-0.0195029588892473	-0.00162769350304752	0.0029543638954047	-0.0023281120699983303	0.0007272592368653831	0.0006732252100104599	5.8540688781727e-05	0.00010513848353083101	6.914987299345149e-07	red
RUNX1-RUNX1T1_[I.015]	-0.0028178253593792103	0.127594400257762	0.104975609668553	-0.0933532801156068	-0.0114117010543788	-0.225061159411822	-0.0375508742538547	0.0185674280763553	0.0356218684565051	-0.0318897471479778	-0.024639776013967003	0.0357951153551466	0.0305969216793165	-0.004950098286217	-0.0342207742014016	-0.0142150968424565	0.0134858714264237	0.023158034296425	-0.022652600243089	-0.00241593777034856	-0.000327742448444138	-0.000682823787937659	0.00359619636871944	-0.00254858487557727	0.00124056544379072	-0.00254699790927476	0.00027206969737424597	red
RUNX1-RUNX1T1_[I.016]	-0.112987819921223	-0.282269922242174	-0.05544501947661799	-0.0712112694934186	0.0548806238195754	-0.0339288515883281	-0.0553319598373366	0.0884645060859116	0.10985222415940801	-0.0312341219917172	-0.0612065084255159	0.0018142490773991199	0.0923408178786706	-0.049207333954432005	0.0219154392078842	-0.0111993311200037	0.0111237602038608	0.0102225830576276	0.0218139435694755	0.0358044523675704	-0.00465122678934343	0.0187334858857359	-0.000356740725882502	0.00084447181542063	0.00230995719641843	-0.0134819798079841	0.0014796047903144198	red
RUNX1-RUNX1T1_[I.017]	-0.04311287363878	-0.14515197986521	0.211448764533285	-0.0451188843950714	-0.101388727522269	-0.19743533675726	-0.102949657545483	0.14547530954011098	0.160609346562151	-0.0777929247973443	-0.0857042215480721	0.0246056904931208	0.122458545661599	-0.0843236089168265	0.0287374035808403	-0.0311117435265198	-0.0032328828811489	0.00117434329776506	0.0330630137604319	0.0845426154977559	0.00832613313174034	0.0305021623579003	-0.0203546015839092	0.0266075268009464	-0.00125993016167211	-0.00512666673714059	0.00249250340158573	red
RUNX1-RUNX1T1_[I.018]	-0.164023490224982	-0.459419310077848	0.059078061858068	-0.104513247560146	0.0752011144116137	-0.0406447564324561	-0.0122177205740424	0.0414932274338108	-0.0432282010276627	0.0523841705329676	-0.0988079353996688	0.00309375577584485	-0.0044570531382474	-0.0713196313398282	0.060019163739144996	-0.00497224147603975	0.0381550409439453	-0.0106194534209297	0.0186131851039433	0.0252999226890419	0.0221848624295484	-0.0267459073007471	-0.0118305278800671	-0.0034949215744947398	-0.00829390836754942	0.0165040600752419	-0.000207585850649408	red
RUNX1-RUNX1T1_[I.019]	-0.132735390051195	-0.34727406369376695	-2.9328795905428197e-05	-0.108644822073215	0.110744206776381	-0.0568193230641693	-0.000814089627392401	0.0737774683385474	0.0137027118185678	0.0344962450229475	-0.0511140352648977	0.007989825291393091	0.0620917177704324	-0.10918255328422301	0.133275886296376	-0.00633849573598025	-0.009384427636815771	0.0203059613149051	0.0425246193638379	0.0890175571825393	0.0110893311719626	0.0252152741817383	-0.0105042594641901	0.0152548739486225	-0.0015063577594713199	0.0125046785120524	-0.0017462313154478302	red
RUNX1-RUNX1T1_[I.020]	-0.0766984546409316	-0.185775894053183	0.274819569666948	-0.0606218560689103	-0.149109914560198	-0.21626103050802997	-0.100777031366005	0.0513330245256647	0.0768558321839186	-0.0812996014266522	-0.0762928706859373	0.0431799785305843	-0.0159177581214588	0.00914079296030712	-0.14731453032332198	-0.0343996541739442	-0.0728088220478014	0.0451138346341782	-0.028372147094929	-0.0221513909998797	-0.018697229093148998	-0.0274229622052447	0.006132541013243079	-0.000491666218989645	-0.007411814255778141	0.0241581155524583	-0.00359862964384319	red
RUNX1-RUNX1T1_[I.021]	-0.118532632328174	-0.23648818604793	-0.0777343297189194	-0.0889607707294664	0.0639688139914533	-0.0475638484375628	-0.0378430386688491	0.0355124494403975	0.0819328292098114	-0.0423238157558819	-0.0121417320977881	0.020160216454336997	0.0294229209114303	-0.0126996252549553	-0.0462110943385621	-0.0127531977707486	-0.0920084809539961	0.0651711464680971	0.0036973575752530297	0.0346000918280451	-0.0209708742212684	0.0268019672658241	0.00660600372580727	0.004660537080639979	1.17073526777275e-06	0.00932806821736095	-0.00197593077595678	red
RUNX1-RUNX1T1_[I.022]	-0.12283355199775599	-0.17681158487593598	-0.0823383770050261	-0.0315671956415168	-0.0621284257593938	0.0711983792794106	0.004911415992832921	0.043674344052676	0.0402954978061131	-0.0280098648587008	-0.0143562440688001	0.0500187140921463	0.00740706276215655	-0.0093044130149243	0.007369907367087359	0.005390624212682321	-0.0945443138844337	0.0624695971115137	0.012601366377743001	0.0349779744589959	-0.0154359173300701	0.0223020988547321	0.00487720103399876	0.00706864931038201	-0.000891174699733841	0.00733290723967173	-0.0010538668764017401	red
RUNX1-RUNX1T1_[I.023]	-0.142741386565358	-0.383297638374097	-0.00592422191196288	-0.0675551294813801	0.0206696182711907	-0.0193430106102321	-0.0680831737702514	0.0577613774564706	0.063420918888471	-0.0191304930747872	-0.103676335584176	-0.00182023707804667	0.0349842381490017	-0.00875039877591983	-0.0517221781135909	-0.0113631610906307	0.0517331105942337	-0.0145004047523775	-0.0035518546156409203	-0.0153529798595457	-0.00164779988431941	-0.0175767982676377	0.00400723900586223	-0.0106291486792692	0.00223871235758829	-0.0144192167609447	0.0036870131741410204	red
RUNX1-RUNX1T1_[I.024]	-0.142741386565358	-0.383297638374097	-0.00592422191196288	-0.0675551294813801	0.0206696182711907	-0.0193430106102322	-0.0680831737702515	0.0577613774564705	0.0634209188884708	-0.0191304930747878	-0.103676335584176	-0.0018202370780467199	0.0349842381490015	-0.00875039877591905	-0.0517221781135912	-0.0113631610906308	0.0517331105942336	-0.0145004047523772	-0.0035518546156414	-0.0153529798595462	-0.0016477998843209699	-0.0175767982676377	0.00400723900586064	-0.0106291486792731	0.00223871235758776	-0.0144192167609442	0.00368701317414008	red
RUNX1-RUNX1T1_[I.025]	-0.118393460195339	-0.22145360857161803	-0.062697081692241	-0.0162709663740975	-0.06669798291536799	0.0807331300179824	-0.0117227860025881	0.0924526613327382	0.0661584290138005	-0.0168987216031167	-0.0581571832781637	0.032276774297406004	0.0665561676816178	-0.0440651348161173	0.0704050776864652	0.007290775643890641	-0.00156913016078387	0.0141502557272885	0.0297848315902825	0.0361480189238695	-0.000868085732952701	0.0142747331310427	-0.0025474826832342303	0.0035593046370246298	0.0011232975224725302	-0.00774346903345783	0.00413899260148088	red
RUNX1-RUNX1T1_[I.026]	-0.147236277553296	-0.31158364799677396	-0.0187669257341208	-0.008456903396152479	-0.106705569361362	0.10276236021268599	-0.0192360921994256	0.0636706092535405	0.0183633857439984	-0.0046713002199108	-0.095880561431676	0.0306980671521797	0.0118557839432417	-0.00649684041240517	0.007646479352836441	0.0090229596525566	0.0340667735721927	-0.00558589798204566	0.00629090822664751	-0.009325890291981859	-0.0008293725763803349	-0.0205057017138122	0.00496582147346444	-0.00557638109856827	-0.00011475678127345	-0.00283104693113601	0.0121674001872503	red
RUNX1-RUNX1T1_[I.027]	-0.152742194857698	-0.341185656640862	-0.0291409226513822	-0.0886940166058471	0.029550655045147003	-0.0330073692893726	-0.05041025366677299	0.00048791152015239403	0.0325727308428113	-0.0286534468566062	-0.0551325971702204	0.0157832175954258	-0.0324036649997901	0.0349965741257235	-0.129999083276058	-0.0134012093592901	-0.0547505755222674	0.0450614253145819	-0.0278067482300437	-0.028357016460497	-0.0193041028558422	-0.0209384096691939	0.00104396019465843	-0.0149810303661416	-0.00031730375632702597	0.00384649687681272	-0.00143799385391124	red
RUNX1-RUNX1T1_[I.029]	-0.137627374364169	-0.167616739528764	-0.100689709108779	-0.135644154961994	0.0497543269824601	-0.0454407542385741	0.0572891924551416	-0.0834203056808104	0.11275635408198	-0.143379170603969	0.18316957984774898	-0.0263292168170223	0.0504948493534062	-0.0267478431599986	-0.00451632594144935	-0.00946720894554014	0.0280052208328361	-0.000372838149247842	-0.0131086016170049	-0.0126649284828495	-0.0147686422068468	-0.0078450788535259	-0.00178438313646742	-0.0116890006046894	0.00132131712476956	-0.00969124321238901	0.00209761504317989	red
RUNX1-RUNX1T1_[I.030]	-0.0662723228974476	-0.008540012249638929	0.15998576459589903	-0.11359469383635198	-0.10233865897288302	-0.21451842945520497	0.0292921123693894	-0.0650686536175327	0.152802071380167	-0.20708248019760697	0.22613936780207802	-0.00574815825477598	0.0676985038481013	-0.0536434472518838	-0.00040063231995935295	-0.0224194125922946	0.0174768699228763	-0.0111666576814461	-0.0196486225324545	-0.0112989735412021	-0.0035044940713617897	-0.014863262968903	-0.00969561756754458	-0.0077504618041762206	-0.00291296457629328	-0.00311716073698189	0.000323190128055817	red
RUNX1-RUNX1T1_[I.031]	-0.157878180375597	-0.21790972539348002	-0.0493704934729871	-0.17752532326005802	0.106282605046184	-0.0712995504176112	0.1270837601464	-0.12237603942457599	0.0145902990647314	-0.0926047853977462	0.236985652499575	-0.0225800542689423	0.016786816195864997	-0.0862115892099497	0.11061368752344002	0.00106528829322498	0.0116764837210525	0.00444638949402124	-0.00124853869770434	0.0242699679661976	-0.00603249485922959	-0.0150225524645939	-0.0182378164741569	-0.0264474597044812	-0.00306603003428415	0.0234777470212755	-0.00566951991274282	red
RUNX1-RUNX1T1_[I.032]	-0.158860331420823	-0.105254045846526	-0.12346331330116901	0.073715494702864	-0.0412202419759978	0.0848457253541716	0.174260993056449	-0.112481118575783	0.0387616766438677	-0.165723198422077	0.15073670339245301	-0.0145628744067232	0.0974857539057086	-0.0750520576860191	0.00123144864103589	0.0260694388912325	0.008335764359943829	0.00761738477383524	0.0069666975715418295	-0.00657326890153714	-0.00259897211407949	-0.0055537038833594395	0.0063009356817712294	-0.0057026268539527	-0.000577100855280587	0.0052700295929311	-0.0004920721415933781	red
RUNX1-RUNX1T1_[I.033]	-0.0871571766516334	0.0613675951229256	0.13760651494160597	0.11352304277635099	-0.20260498609517605	-0.0738233139069964	0.15488472450059398	-0.0940993761633149	0.0717698701794479	-0.22807325563796396	0.18697358134303	0.00781851362506873	0.11784474757238698	-0.102858256894715	0.0047309313090953	0.0174796210892984	-0.00735979503881697	-0.00714053209714585	0.00342715008036882	-0.0034258100520460103	0.010780398722743001	-0.014814704173427	-0.005951881726689871	-0.0017260011541767699	-0.00424279362479864	0.006302636817753711	-0.0007169119104655679	red
RUNX1-RUNX1T1_[I.040]	-0.18922418926461398	-0.322887722001747	0.00884407807000923	-0.175807419542624	0.07420202257966	-0.0535615067913601	0.0939790997337368	-0.147099517808082	-0.0805108229903002	-0.0345659749226694	0.11861158933528	-0.018787519101505	-0.0947135771068521	-0.0103786689880685	-0.0132170710919698	-0.000644357289596882	0.0962815370564109	-0.0226540219188917	-0.02568635485877	-0.101147497758839	0.10071565263493	0.13400332746655802	0.0163119445826067	0.0227331599751259	-0.0100172188233849	0.0252943331693187	-0.00262163906009653	red
RUNX1-RUNX1T1_[I.041]	-0.14136853476314098	-0.115863533058265	-0.0500153709705833	-0.0976918167411781	0.0116745280732534	0.0511530977276858	0.0933954381390897	-0.0566157174574391	-0.19772963271227803	0.11445138303033901	-0.0608534489851951	0.0552530162620263	-0.10263452683854699	0.0205501727189559	0.0549085829692892	0.0287191316072131	0.0435526544850543	0.0187388109750969	-0.0371797464314988	-0.0742597308574321	0.0219302174358922	-0.0689779327935298	-0.00848357211200499	-0.0178031670479079	-0.0042309179408500895	0.0075586220264272	0.0019720183303565198	red
RUNX1-RUNX1T1_[I.042]	-0.178134429093143	-0.19477678779447197	-0.0677623141403255	-0.0767529009712443	-0.114253917127765	0.0972682510239942	0.0726597452817111	-0.0903259945238155	-0.008377953793272771	-0.077835661814131	0.0634507401261221	0.0192468708280947	-0.0604462374070425	0.0400497698089885	-0.0550903307511994	0.00910526437464268	0.0628183946298617	-0.0206620536977244	-0.0194465250793586	-0.0597573239091557	-0.0048595067486541105	-0.0425951247251261	0.0521258103049779	0.0455763084255485	-0.00379227114117047	-0.0111887793617819	0.006931690165119279	red
RUNX1-RUNX1T1_[I.044]	-0.0808371949731759	-0.18044072038404302	0.25271480562036497	0.0244507957242282	-0.282936701649011	-0.0447451188025868	-0.0654609055998573	0.125551256638406	0.0626390592897275	-0.0479775537582565	-0.13369269577362403	0.0600488942437287	0.0327576572951225	-0.0343857394560243	0.0068088660655383606	-0.00387058889172486	0.0380680503015065	-0.025101812461744998	0.0188036315494143	0.0013474884539075099	0.024899795915027	-0.0428065481977027	-0.0274749705826145	0.0189005440030098	-0.00776615716985947	-0.000396285287665335	0.00468291441474004	red
RUNX1-RUNX1T1_[I.045]	-0.144771455117242	-0.32060742899869704	-0.0148715579347497	-0.00672574088406871	-0.11099036853530199	0.106905206107625	-0.0197182382152311	0.0667186310482144	0.0214055037562476	-0.006193505025085999	-0.09726516124682302	0.0263093072495404	0.00488349470223151	-9.25719149904555e-05	-0.0008091954416310009	0.0114160515158161	0.0657132825005023	-0.0045906505864140796	0.00951756088944833	-0.0672948428435065	0.0876077556374088	0.119828308530375	-0.0391969199125568	0.0133571354791904	-0.007511642094090541	0.0240840441051256	0.00163970885188359	red
RUNX1-RUNX1T1_[I.046]	-0.0394828585474732	-0.12075767516758901	-0.0548387495615881	-0.0812244100082301	-0.0356178475215443	0.129891634410229	0.18000490794220197	-0.0644549703864961	0.14301919918402	-0.072580616483578	0.156274083203332	-0.0384886874825295	-0.008146991992518029	0.0029657935763777103	0.0343137104797994	-0.00534009908248698	-0.00965259738808408	-0.049078771431826	-0.0233322915275516	-0.00128195771720433	0.00180866989791642	-0.00792825531324327	-0.00612437910957355	-0.0031002199846664803	-0.00010848825901640301	-0.00329838492602393	-0.000191068401463151	red
RUNX1-RUNX1T1_[I.047]	0.0313887158971607	0.0247325724517584	0.18130557291934501	-0.0540977382078994	-0.17851819551675802	-0.008237271409130659	0.164195684388784	-0.0456875055927816	0.18135432503783	-0.12260367710080199	0.19083326984346496	-0.0195381628049397	0.00345243431013426	-0.0149089987275572	0.0383350480383104	-0.0167605874050859	-0.0288337732102949	-0.0672150208694939	-0.0282066025491521	0.00595546974836893	0.0160980307289167	-0.0171876611108131	-0.019929917200529	0.0044020474240661295	-0.0038776677333293	0.00134778534232492	0.000663191341772066	red
RUNX1-RUNX1T1_[I.048]	0.0855378203923098	0.143439284665378	0.13430600564356598	-0.0399806825773885	-0.0922254198617962	-0.0266967336014752	0.0916115784982547	0.0262131068365099	0.0712576709259911	0.0273459874389869	-0.0346524201733881	0.0127808501724044	-0.0192253225333011	0.0351655398944017	0.0129726327538018	-0.0167128266262238	-0.0243282166595432	-0.0139897094463999	-0.0304700548272283	0.0028734054249112	0.00472846329436904	-0.00193435755801329	-0.00261249544634274	0.000780366167058643	0.000681793752594232	-0.00044429970867854407	0.00016361411792206398	red
RUNX1-RUNX1T1_[I.049]	-0.0149807900796921	0.15615322356169697	0.0830996788527574	-0.038461349769887	-0.130179396944186	-0.0848135304292078	0.0074466305971487	0.0256753462827554	-0.000718992440156529	-0.0186633739341877	-0.0281907396518657	0.0634952849690064	0.0051261129252955	0.00739373582716299	0.0223062817153021	0.007093244655107129	-0.00101936467296719	0.0200114073682954	-0.00915778982146434	-0.00147082145879534	0.00110867088589172	-0.00353128769942855	0.0036731663742477203	-0.00193074554485367	0.000130525298572985	0.00103748458816936	-0.0006763357968719941	red
RUNX1-RUNX1T1_[I.051]	0.0145514293124127	-0.00529114215815099	-0.0822280016185348	-0.0645825907900656	0.0321766869263985	0.0988185063268733	0.10727861156379599	0.0008902654951383669	0.0502010131530779	0.0480393698652024	-0.0343536252789909	-0.0054219214792609995	-0.0287696455577413	0.0376273667764918	0.0134766321035798	-0.0019530027022125	-0.00680665503620916	-0.00226595298982623	-0.0268631502752492	-1.87607460836809e-05	0.00664257079541309	-0.00190523392384513	0.00283067706734841	0.000750437466432838	0.000260176469756342	-0.00262393502122264	0.00026902848882147796	red
RUNX1-RUNX1T1_[I.052]	-0.076677928215142	-0.0372322182162821	-0.133344632195386	-0.11152162507581599	0.11881811173838601	-0.0681382833093935	-0.0072580226590524205	-0.00779969349133737	0.0150420230700243	-0.00045677535674047004	-0.0243325643844901	0.014839854939631998	0.0166727663766355	0.0051062910736778605	-0.030585507110646	-0.0033174416999869802	0.0206384909511704	0.0229908236168724	-0.0195029588892476	-0.0016276935030476699	0.00295436389540485	-0.00232811206999793	0.0007272592368659241	0.000673225210011434	5.8540688780121106e-05	0.000105138483530873	6.91498730666041e-07	red
RUNX1-RUNX1T1_[I.053]	0.0277069255010374	-0.0455474934715414	-0.08063275911512101	-0.11574194942048101	0.153515174433479	-0.00446589217721542	0.0793317182824117	-0.00824976388760541	0.0878134343477635	0.0431699045752476	-0.0328048000038292	-0.0367337497114074	-0.00734204184443778	0.032654018231847	-0.0392808126845159	-0.0202480122944865	0.0017799484388865898	-0.0038226059635918	-0.0413948762054249	-0.00144677588830858	0.00153947205773254	-0.00127172947519539	0.00352451573016959	-0.004062658123779529	0.000254344793236586	-0.0036270446960391203	0.000598243168586101	red
RUNX1-RUNX1T1_[I.054]	0.105938046742453	0.0899116761272027	0.23908180437244397	-0.133433970675628	0.0804827163092966	-0.19715898325548803	0.11991255385302901	-0.00553490586827945	0.0134220357643351	0.0878727051823692	-0.00713721902885065	-0.0122999688027537	-0.0331048771862536	-0.0212873863083051	0.0556940028192729	-0.0358706684938812	-0.0314217606396658	-0.0123505661604662	-0.0427653500877429	0.033620780248976	0.014690859020516001	0.00800489868743746	-0.00439090732083207	0.00529534197146319	0.000350627654808465	0.0012038431355317698	-0.00046274842797452596	red
RUNX1-RUNX1T1_[I.055]	-0.132684190289444	-0.11239158913443699	-0.110755212260746	-0.0440045573892703	-0.10205480976027301	0.0764450835240895	0.00382188622992636	-0.189312494823905	0.10352984380930802	-0.0728068946965276	0.147107800768867	-0.0835615540187288	0.021986165822498998	-0.043748006251716	0.10591596051350301	0.0143533539374293	-0.004377373273968629	0.0178972638126119	-0.0131961962324052	-0.0247256552889846	-0.00619352936933719	-0.0065745357097631895	-0.0118215375438107	0.000985597452328001	-0.0013809166583666301	0.00489556417694724	0.00029686181524081	red
RUNX1-RUNX1T1_[I.056]	-0.14153630061032096	-0.11557607069884102	-0.10464817861175099	-0.0756179048298297	-0.0740147429559544	0.0731435291384424	0.0919510282913509	-0.0625418755786159	0.0651489090896332	-0.11616792410569	0.161424362760961	0.0101702820208118	0.0235305699460287	-0.0197646084150365	0.0454077194476064	0.009437473857227659	0.0151485891256266	0.0052319508307841	0.00134714323931741	-0.0115713196861512	-0.00434873243877793	-0.00641268928493797	-0.0030274072566064	0.00240790224250943	0.0011342507750739	-0.00152045834692157	-4.13721953423155e-05	red
RUNX1-RUNX1T1_[I.061]	-0.0811248491595292	0.00322618621266832	-0.129400604438703	-0.0596369156229209	-0.00251930385234951	0.0420411568016421	0.0280937819389158	0.000880202241923851	-0.0132694090932283	0.0053542431501938	-0.0267684734853302	0.0409844346284506	-0.00627314874203853	0.0121893350319677	0.0177747158929626	0.011242998255043001	0.008442611083001029	0.0166547992699623	-0.009075134785040491	0.00424546731808579	0.007077257813884491	-0.000245332808883272	0.00377430158427672	0.00729215504021033	-0.0007094663162001309	0.00112167539182058	-0.00042225213539579	red
RUNX1-RUNX1T1_[I.062]	-0.0758578175782163	0.0347761480146138	0.134534820937142	-0.0505624525663664	-0.22497600977633103	-0.0711705220644643	0.0711725330817044	-0.0446536731172497	0.10014403186621301	-0.173839234029066	0.20184055423735198	0.0329132307747577	0.0381172777527716	-0.0413721510210712	0.0553304698823647	0.00393571939083379	0.0026118339933843	-0.0013395344653755199	-0.00111167582149429	-0.0137611519472365	0.00388370000558571	-0.0181817794363433	-0.0123876564788101	0.003984191121932029	-0.000469008086792291	0.000727753630437979	0.00114057090614558	red
RUNX1-RUNX1T1_[I.065]	-0.137627374364169	-0.167616739528764	-0.100689709108779	-0.135644154961994	0.0497543269824601	-0.0454407542385741	0.0572891924551415	-0.0834203056808103	0.11275635408198	-0.14337917060397	0.18316957984774898	-0.0263292168170224	0.0504948493534062	-0.0267478431599986	-0.00451632594144939	-0.00946720894553987	0.0280052208328355	-0.00037283814924770497	-0.013108601617005	-0.0126649284828495	-0.0147686422068466	-0.00784507885352505	-0.00178438313646715	-0.0116890006046895	0.00132131712476862	-0.009691243212389391	0.00209761504317936	red
RUNX1-RUNX1T1_[I.066]	-0.14153630061032096	-0.11557607069884102	-0.104648178611752	-0.0756179048298298	-0.0740147429559544	0.0731435291384424	0.0919510282913509	-0.0625418755786159	0.0651489090896332	-0.11616792410569	0.161424362760961	0.0101702820208118	0.0235305699460286	-0.0197646084150366	0.0454077194476063	0.009437473857227709	0.0151485891256267	0.00523195083078416	0.00134714323931748	-0.011571319686151	-0.00434873243877791	-0.00641268928493797	-0.0030274072566063197	0.00240790224250926	0.00113425077507401	-0.0015204583469216198	-4.1372195341691203e-05	red
